topics,Cluster,Top_Words,Metadata,2013-03-01,2013-03-02,2013-03-03,2013-03-04,2013-03-05,2013-03-06,2013-03-07,2013-03-08,2013-03-09,2013-03-10,2013-03-11,2013-03-12,2013-03-13,2013-03-14,2013-03-15,2013-03-16,2013-03-17,2013-03-18,2013-03-19,2013-03-20,2013-03-21,2013-03-22,2013-03-23,2013-03-24,2013-03-25,2013-03-26,2013-03-27,2013-03-28,2013-03-29,2013-03-30,2013-03-31,2013-04-01,2013-04-02,2013-04-03,2013-04-04,2013-04-05,2013-04-06,2013-04-07,2013-04-08,2013-04-09,2013-04-10,2013-04-11,2013-04-12,2013-04-13,2013-04-14,2013-04-15,2013-04-16,2013-04-17,2013-04-18,2013-04-19,2013-04-20,2013-04-21,2013-04-22,2013-04-23,2013-04-24,2013-04-25,2013-04-26,2013-04-27,2013-04-28,2013-04-29,2013-04-30
X62,11,malaysia najib malaysian sabah philippines group kuala lumpur philippine start manila molde viking oslo bergen trondheim odd stavanger brann ,,NA,5.20457458129478E-005,4.69178748833814E-005,0.0016789179,0.0001105567,0.0004316161,0.0002954392,0.0001575153,0.000196083,0.0002102016,4.60631850507883E-005,0.0001611307,0.0010216855,0.0001930226,0.0018331287,0.0104076835,0.0140774816,0.0280947413,0.0308127136,0.0177256363,0.0291428048,0.0132803124,0.0158847241,0.0110728793,0.0098902024,0.0007354866,0.0002903865,0.0003565448,6.02431466957618E-005,4.85890773223383E-005,4.24779054301019E-005,0.0002295005,0.000621501,0.0003084416,0.0002138755,7.52904136164798E-005,5.79482624257648E-005,4.56118701934476E-005,0.0002245364,0.0002328167,0.0002823613,0.00013988,0.0006896485,0.0001017204,0.0004783121,0.0001170123,0.000149552,0.000289296,0.0003892757,7.6215514237267E-005,0.0001120565,6.14152528159868E-005,0.0003300897,0.0004450849,0.0003415691,0.0001367563,9.36442257407912E-005,0.0002619276,0.0002045485,0.0007629363,0.0022255927
X63,11,india patent swiss novartis drug zurich generic glivec patents basel intellectual court drugs firms companies young patented st grasshoppers ,,NA,0.0007383195,0.0004202666,0.0028922763,0.0023580707,0.0014429641,0.0013903718,0.0035967653,0.0007571283,0.0003860966,0.0049232168,0.0026616957,0.0018995119,0.0015187157,0.005106538,7.55491893618205E-005,0.0006192236,0.0063191785,0.0046656979,0.0045089465,0.0030251065,0.0033271486,0.0004075164,0.0011506657,0.0049324891,0.0020887559,0.0022448594,0.0021552973,0.0051272531,0.0003580334,6.44603763834427E-005,0.0008186591,0.0003221955,0.0022545473,0.0062102801,0.0025383529,0.0007278687,0.0009044015,0.0029051628,0.0034920725,0.0038781928,0.002625249,0.0108640749,0.0029404139,0.0006515524,0.0017603472,0.0008344312,0.0016817649,0.0027822425,0.001576504,0.0003012052,8.04213627558514E-005,0.0018126545,0.001430342,0.0021100243,0.0030571777,0.0025858266,0.001831969,0.0010608555,0.0017911519,0.0017067521
X64,11,snow storm weather heavy service states chicago washington national state inches winter tuesday illinois north area coast expected cm ,,NA,0.0017326078,0.0048708554,0.0018693345,0.0006627707,0.0010278426,1.96021114912828E-005,0.0012783046,0.0013513018,0.0039373993,0.0016136287,8.36056113588271E-006,9.41655300819378E-006,6.87082002078373E-006,0.0010601153,0.0014565314,0.0039768662,0.0014315889,0.000141575,1.06599265680575E-005,1.09755747362531E-005,0.0004617258,4.60596736350129E-005,9.38155940742218E-005,9.40250269238306E-006,0.0002260749,9.46482531463699E-006,0.0052451171,0.0072649725,0.00002155,0.0052124516,0.0084597442,8.91282505976192E-006,9.10288901378806E-006,0.0014523002,0.0011475981,0.0014429257,0.0041167052,0.0012153682,0.0012061667,1.04318785727554E-005,7.53890819168076E-006,0.0011604848,0.0013143789,0.0042424807,0.0010289423,1.28830956149614E-005,1.00960707567665E-005,9.05092145809651E-006,2.68238769564205E-005,0.0012733625,0.0052090713,0.001103769,9.99117189417328E-006,7.82255331212233E-006,9.03015218885939E-006,0.0012869914,0.0016635278,0.0045990918,0.0014165713,0.0001124481
X65,11,government italy centre bersani left berlusconi napolitano election party grillo parliament president political star letta pd movement parties leader ,,NA,0.0004920381,0.0006693074,0.0011221567,0.0002670876,0.0169676062,0.0100246254,0.0132217895,0.0180234258,1.63271464619249E-005,0.0017233833,0.0003409424,0.0004368213,0.0039862725,0.001010741,1.51024451197558E-005,0.0016264015,0.0001053992,0.0004753702,0.0004646537,0.0022007574,0.0001877354,0.0030165973,0.0008006534,0.002206433,0.0006419051,0.0017459048,2.13016419876157E-005,0.000023407,2.71916612605545E-005,1.65044645664013E-005,2.81362529034872E-005,0.0032180398,0.0002258936,0.0001403893,0.0004140846,0.0002938758,2.92398911819747E-005,2.05591442825929E-005,1.85467080239634E-005,6.19213174021817E-005,0.0021944708,0.0021231546,1.82086439084669E-005,1.57925757437318E-005,0.0001005799,4.11111873363044E-005,0.0001658219,0.0002189534,2.34098474934316E-005,2.53120513055872E-005,2.49722499660082E-005,0.0001693362,5.28495821842156E-005,0.000026585,2.41625211293746E-005,1.84318347578074E-005,1.53617979435293E-005,1.71782880292676E-005,0.000185105,0.0003597039
X66,11,minutes minute goal half shot home ball time scored back penalty left editing draw close kick striker post lead ,,NA,3.35644299222639E-005,0.0003046942,0.0001035608,0.0001553257,0.0001214876,3.99016248038855E-005,0.0001577826,5.71869163746868E-005,4.9100508242637E-005,6.13733873345021E-005,6.0843571784583E-005,0.0004285777,8.1914138254219E-005,4.37551513367856E-005,0.0001482106,2.88790576703991E-005,0.0003954366,4.30153088176048E-005,0.0001636335,0.0001634893,0.000198739,0.0003830802,0.0003996166,9.72556573182334E-005,0.0002500267,0.0005349924,0.0001330771,0.0001303865,3.43267009206687E-005,3.3436476088527E-005,0.024130345,0.0120708047,0.0137988351,0.0265177486,0.0124357299,0.0178265742,0.0169892634,0.0099924113,0.0163468051,0.0245959395,0.0171622314,0.0120470017,0.0272046799,0.0233587824,0.0037223447,0.0122071686,0.013594511,0.0134654689,0.0117608077,0.0171523904,0.0151793221,0.0070952038,0.0190222996,0.0147512565,0.0133612197,0.0182072384,0.0114249423,0.0212516291,0.0044068428,0.0219198498
X67,12,milan roma inter napoli ac lazio fiorentina atalanta torino sampdoria genoa udinese cagliari bergamo parma juventus bologna catania serie ,,NA,1.79427459022092E-005,1.97426465754758E-005,1.74118283449213E-005,0.0006634773,0.0008083499,0.0012410068,6.80809462429605E-005,2.51645599857847E-005,5.97766241831124E-005,1.77678373587971E-005,0.0001506821,0.0001626243,1.54315668899837E-005,5.81724118948957E-005,9.19684442006918E-005,1.5438057338537E-005,0.0001551477,4.28098848195993E-005,5.50825256154936E-005,2.4650669816146E-005,0.0001768284,0.000022113,2.68555812531025E-005,2.11176175175392E-005,0.0001280947,8.71926102276425E-005,0.0001445403,0.0001030176,1.83502378472438E-005,1.78743448260917E-005,0.000017534,2.00178225702892E-005,0.0012625742,0.0009967794,2.15944129982202E-005,0.0081429637,0.0205829862,0.0001029648,0.0002333215,0.0001915828,0.0005471691,0.000048284,3.04156441557368E-005,0.0005525368,0.0013124281,0.0049927784,0.0018894212,0.0030725595,0.0020744531,0.0082941037,0.0166787467,0.0002078093,3.83828518051509E-005,0.000478925,2.02813342668844E-005,5.16982386021944E-005,4.71932330567256E-005,0.0003487589,0.0001214047,0.0001221206
X68,12,world cup austria slalom norway italy season maze skiing france alpine points hirscher downhill women germany dnf lenzerheide march ,,NA,0.0057354494,0.0018591046,0.0001245941,0.0415312385,0.042180895,0.0151116247,0.0161905734,0.039959721,0.0111013413,0.0161018299,0.00711992,0.0067633321,0.002378013,0.001916251,0.0009771046,0.00149706,0.0025437007,0.0005427578,0.0012806195,0.0008502685,0.0001047594,8.73018137825398E-005,8.00172757992497E-005,0.0001425346,0.0004905282,0.0001189611,8.53204909699035E-005,6.6014369757964E-005,0.000086407,5.49683476415107E-005,0.0014396867,0.0018879674,0.0027132022,0.0007236261,0.0015096455,7.63442139810446E-005,0.0026344625,0.0005624573,0.0008445076,0.000947943,0.0035537809,0.0008295607,0.0004347228,0.0045618766,0.0042847677,0.0003026324,0.000918467,0.0001860614,0.0013021425,0.0002725617,0.0003944062,0.000323171,0.0013107543,8.30962054521109E-005,0.0001356259,0.000051983,0.0002099244,0.0012009662,0.0001533023,0.0009799781
X69,12,family children home father mother wife daughter son child house parents died born brother husband bush life married man ,,NA,0.0008085067,0.000689244,0.0030091176,0.0051512592,0.0023768654,0.0021720684,0.0021688064,0.0002690218,0.0008168199,0.0028150457,0.0029594228,0.0041407763,0.0017319865,0.000519012,0.0004999148,0.0018319776,0.0007112819,0.0050194099,0.0016522195,0.0018848216,0.0013032701,8.72626753720088E-005,0.0009251302,0.0015227955,0.0009879608,0.0021253385,0.0020223305,0.0007420013,0.0001502586,0.0009006944,0.0012705893,0.0026062495,0.0022169972,0.0020094471,0.0016630148,0.0005270596,0.0011564384,0.0016897671,0.0051926913,0.0052743803,0.0015088963,0.0014812565,0.000445243,0.0011751298,0.001532447,0.0030322545,0.003905939,0.0009276805,0.001002147,0.0017040184,0.0015773707,0.0022479429,0.0015921821,0.0009888602,0.0027362457,0.000779839,0.0006360976,0.000692131,0.0028198284,0.0015118167
X70,12,law bill legislation government lawmakers congress laws parliament passed groups pass proposed house rules plan approved year states editing ,,NA,0.0002807506,0.0001859449,0.0003855067,0.0047841627,0.0158561444,0.0030056999,0.0006860404,0.0013563884,0.0002037889,0.0006018496,0.0003122944,0.0001756327,0.0009829336,0.0012204295,0.0008002834,2.76375097720881E-005,0.0005924775,0.0001025484,0.0004042131,0.0005101882,0.0001191522,3.9587113858676E-005,0.000681625,0.0003238537,0.0002234243,0.0001903954,0.0003543382,4.53817193987789E-005,0.000287719,0.000031999,0.0004487366,0.0006230063,0.0004202807,0.0004233475,0.0003750957,7.39579431126143E-005,0.0004698238,0.0004611818,0.000473156,0.0005229506,0.0002875972,0.0004631753,0.0001162228,0.000301889,0.0027382699,0.0004372504,0.0002871368,0.0001682894,0.0002530995,0.0002098468,0.0016935145,0.0001889201,0.0001389868,0.0001540353,0.0004371128,0.0001471191,0.0003112025,0.0001520777,0.0004927304,0.000162887
X71,12,data growth economy quarter economic showed year march april months month manufacturing february activity fell week weak survey reuters ,,NA,0.0057403009,0.00152309,7.64536552921438E-005,0.0006260298,2.14385312748407E-005,3.57667987038907E-005,0.0012362674,0.0028659181,0.0014132403,0.0019698617,0.0006519592,1.82625349811223E-005,0.0006827906,0.0010699003,0.0028298409,0.0021953427,1.79361061996679E-005,1.98563915831185E-005,0.0001192994,2.12861136537256E-005,4.74324949403526E-005,1.90948052257308E-005,0.0013338085,0.0020930972,2.93997700906973E-005,5.09358862385866E-005,0.0014370916,0.0042765476,0.0039570772,1.54346854788044E-005,0.0021478678,1.72856011422536E-005,1.76542126294966E-005,0.00001324,0.0024578745,0.0031473612,0.0015309122,1.92265507577367E-005,3.78063566378095E-005,0.00268121,0.0011830788,0.0040736162,0.0035141374,0.0030158262,0.0011362594,0.0021714541,0.0029780935,0.0035704799,0.0061085213,0.0101390854,0.012031913,0.0013124301,0.0026556289,0.0002532945,0.0005381294,0.0013786395,0.0036471588,0.0017495885,1.49806703285632E-005,2.2105284489145E-005
X72,12,rugby super brumbies south rebels sharks cheetahs chiefs match reds reuters penalties zealand editing hurricanes waratahs crusaders kings stormers ,,NA,0.0019905311,0.0007735757,0.0015214567,0.0006447334,0.0020029459,0.0058729395,0.0110336065,0.0032623412,0.0001446868,0.0007876534,0.0003459821,0.0005582251,0.0004264657,0.00073586,0.0002304515,0.0006976579,0.0054487504,0.0010764695,0.0033693136,0.0005761437,0.0004687739,4.20892508196285E-005,0.0006160199,0.0059549474,0.0004137975,0.0012665699,0.0021518683,8.27313816265452E-005,3.49273239709617E-005,3.40215226476401E-005,0.0005461097,0.0044463639,0.0003143272,0.0006920858,0.0012981749,0.000073648,3.65315864583079E-005,0.0014824429,0.0035165995,0.0065644262,0.0010499134,0.0018452721,3.75344373410229E-005,0.0064283285,0.0077290197,0.0038458134,0.0007432107,0.0034293019,9.55770585572521E-005,0.0001564448,0.001617273,0.0011482474,0.001951892,0.0013656328,0.0024469639,0.0023043199,0.0005543946,0.0001125868,0.0003969281,0.0020375049
X73,12,beat russia sports infostrada matches women singles results czech republic round spain italy germany romania slovakia april france march ,,NA,3.49841738470439E-005,0.00005219,0.00264934,0.0007813355,0.0040237553,0.0011097768,0.0008324387,0.0001464888,3.447638298823E-005,0.0003555562,0.0021181898,0.0027147515,0.0021240319,0.0007097874,3.18903050953609E-005,0.0003751886,0.000368122,0.0004682283,0.0036513765,0.0015424821,0.0005186012,0.0001231534,0.0001951926,0.0010601539,0.0014501383,0.0019300365,0.0038808387,0.0001805641,3.57786881941821E-005,3.48508076860749E-005,0.0008603728,0.0009592328,0.0012303527,0.0001147154,0.001225233,0.0005204048,0.0005164293,0.0006783312,0.0014081953,0.0012708073,0.000850175,0.0004894573,0.0003452764,0.0001552768,0.0001227747,0.000720889,0.0007070319,0.0006785148,0.0003482049,0.0002120983,0.0009671803,0.0007153565,0.0005349506,0.0005928172,0.0007350361,0.0002536785,0.0005981559,5.85587837045209E-005,0.0004331635,0.0005127818
X74,12,party election political government opposition vote year coalition parliament elections minister parties leader country support ruling power national reuters ,,NA,3.50297030341108E-005,0.00002522,0.0001533273,0.0005448891,9.27251233567512E-005,0.0002871155,8.79605292779865E-005,3.21461850784946E-005,2.25880677012734E-005,8.76173077863471E-005,0.0001325174,6.05748966589159E-005,3.1854469967346E-005,0.0003870283,2.08937338570056E-005,1.97211732983753E-005,0.0001244462,0.0001318739,0.0001348359,4.52389041041839E-005,6.33709335542957E-005,0.0002810674,8.58660674117704E-005,4.23083214634577E-005,0.0003733323,7.81521582986005E-005,0.0005833543,3.23828289966061E-005,2.96676009766584E-005,0.0012062326,2.23985814232319E-005,2.55715430580343E-005,0.0003545902,4.5228446474899E-005,0.0002709558,0.000107972,0.000024518,0.0003996236,0.0005733195,7.67178252952083E-005,0.000442552,2.71034720773826E-005,0.0001575265,5.39828149884698E-005,7.59040643554372E-005,0.0067249658,0.029041501,0.0245328392,0.0048607699,0.0002038302,0.0004355627,0.0008849866,0.0129831473,0.006982783,0.0020265383,2.5499834422319E-005,0.0325097356,2.37655939390233E-005,0.0043302699,0.0093377508
X75,12,reuters news summary briefs current bre rtroptc london xml york wednesday tuesday monday friday world year washington british people ,,NA,0.0008435207,0.0009369522,0.0024935676,0.0021741634,0.0024355321,0.0014227969,0.0010782417,0.000837179,0.0019527779,0.0034319253,0.001818577,0.0018240836,0.0015538774,0.0008060967,0.0004809365,0.0003086945,0.0019876506,0.0037715152,0.0008855239,0.0014533044,0.0022502897,0.0006232161,0.0009064984,0.0037931449,0.0030665637,0.003602218,0.0081361863,0.0012866868,0.0004909401,0.0007569352,0.0012702099,0.0013068936,0.0016203817,0.0034138534,0.0027112482,9.87123241581018E-005,0.0019234897,0.0025762995,0.0040550585,0.0005819724,0.003879533,0.0227018053,0.0081376088,0.0021333554,0.0023319423,0.0010043755,0.0010841607,0.0015007773,0.0016482429,0.0005133413,0.0004048096,0.0012671157,0.0016065492,0.0013925109,0.001650043,0.0009970931,0.0006601845,0.0001846682,0.0015785655,0.0038212043
X76,12,tour team race france cycling de year froome paris rider sky win stage km won wiggins sunday time seconds ,,NA,5.27155980294171E-005,0.0001845135,0.0154956938,0.0145124445,0.014434648,0.0136852458,0.015024862,7.84591647234322E-005,7.26405189868495E-005,0.0166164647,0.016034528,0.0143842867,0.0141403938,0.0153963614,0.0002704448,0.0001305429,0.0176444491,0.0149523272,0.0143387558,0.0128435937,0.0137794647,6.49677477874645E-005,0.0001499869,0.0190738583,0.0143586733,0.0190984623,0.0193211504,0.0299159318,6.39579000101098E-005,0.000104384,0.0269718226,0.021284291,0.0167389509,0.0200924616,0.0172458131,7.16403480798943E-005,0.000070668,0.0176089278,0.0172480595,0.0156731883,0.0178706875,0.0161136794,7.76730960990783E-005,5.02495170022563E-005,0.0149328532,0.0145364697,0.014311509,0.0159349176,0.013817168,0.0001100743,0.0002116797,0.0146822188,0.0147080985,0.0175163327,0.016252864,0.0177728811,4.8878849117123E-005,6.41863050997105E-005,0.0195086488,0.0183530553
X77,12,arab opposition coalition league alkhatib syrian syria qatar assad al summit doha people hitto government states national resignation seat ,,NA,0.0001449967,0.0018188325,0.0077010534,0.0007530723,0.0026142887,0.000777557,0.0006794266,0.0003207472,7.07369359551553E-005,0.0037305088,0.0027139453,0.0019592226,0.0007635523,0.001380546,0.000063581,0.0009673033,0.0036572,0.0001022796,0.0016341453,0.00056507,0.000760895,0.0008807006,0.000143802,0.0009558192,9.80834631136575E-005,0.0024402056,0.0001916147,0.0003688644,0.0005548264,0.0025599973,0.0029446251,0.0002139292,0.0016683362,0.00023826,0.0014501365,0.0003586396,0.0015661603,0.0031860431,0.000560217,0.0002497757,0.0002549179,0.0014817819,0.0137256807,0.0044501502,0.0035334946,0.0037833845,0.0042863281,0.0022378474,0.0008775461,0.000125231,0.0059274343,0.0076146666,0.00140114,0.0007629076,0.0005170952,0.0005082466,0.0008647604,0.0007825917,0.0018507491,0.0022527514
X78,12,corruption state ministry government public transparency graft agencies official administration agency railways officials council people health national environmental funds ,,NA,1.66936920094274E-005,1.83682956431651E-005,0.0002968063,0.0014976329,0.0034947915,0.0003390639,0.0011337084,0.0011240939,1.64513851812226E-005,0.0007506745,0.0001955058,0.0002580747,0.0005708002,0.0002919504,0.0003505282,1.43633631016134E-005,0.0004922279,0.0005340253,0.0024480804,0.0004069241,0.0001430306,3.49391239339793E-005,0.0002382408,1.96475503098598E-005,8.20658234915478E-005,0.0004728343,0.0004196536,2.35851246829227E-005,1.70728170922773E-005,1.66300525584736E-005,0.0024397081,0.0018053981,0.0006886982,0.002420265,0.0007608652,0.0003295588,0.0001428322,0.000048792,0.0036640539,0.0041183197,0.002515792,0.0003053659,1.83471995712468E-005,0.00129473,0.0009711291,0.0001523684,0.0002172826,1.89128831457394E-005,0.000023588,3.63118137928836E-005,0.0018231381,0.0003854376,0.0001102751,0.0002350195,0.0004106598,1.85720887544232E-005,1.54786910030156E-005,0.004710105,1.61408753853318E-005,3.13727505970444E-005
X79,1,psv eindhoven heracles almelo den haag ado de feyenoord enschede twente van amsterdam ajax mike vitesse arnhem dutch bony ,,NA,0.0057835164,0.0115484115,0.0114354871,0.0085641856,0.0076209667,0.0133642602,0.0066103958,0.0032036195,0.0052811862,0.0088935032,0.0054213989,0.0092285844,0.0047293644,0.0028082669,0.005558596,0.0076158098,0.0060897189,0.0056594513,0.0047249649,0.007403196,0.0056424155,0.0215444413,0.0172170015,0.0064763833,0.0057390443,0.0053133441,0.0066852733,0.0060715303,0.003052899,0.0025931199,0.0088299492,0.0054570342,0.0069905608,0.0062502192,0.007720495,0.0034945168,0.0043493304,0.005697218,0.0133792732,0.0038956069,0.0074723475,0.0042744641,0.0025506102,0.0060218852,0.0042397011,0.0073302503,0.0041035437,0.0049594754,0.0032287068,0.0053960276,0.0108025791,0.0102542048,0.0094335868,0.0086938669,0.0078541204,0.0062693642,0.0112346827,0.0044491107,0.004757193,0.0056387677
X80,2,political policy long support time week university power head public role years change month position editing past senior top ,,NA,0.0018383196,0.0015134088,0.0003058858,0.0020592993,0.0021919359,0.009065714,0.0021862372,9.04701203814501E-005,0.0004456784,0.00713295,0.006963009,0.0031496425,0.0024759552,0.0029337478,0.0002758494,0.0004985007,0.0013872732,0.002640912,0.0016300995,0.0040071344,0.0060811978,0.00033126,0.000269274,0.0024149292,0.0026009193,0.0043549289,0.0023084092,0.0006634554,0.0003873358,0.0001025175,0.0027387512,0.0006596855,0.0004586575,0.0010770198,0.0014177802,8.76644038314214E-005,0.0001719211,0.0017423119,0.0032559036,0.001598885,0.0027192942,0.0010489127,8.87612583307979E-005,0.0038883264,0.0010923943,0.0019421701,0.0028297366,0.0050534045,0.0004196166,0.0012423765,0.0004422727,0.0044228313,0.0028565988,0.0065301552,0.0045207245,0.002380152,0.0003941181,0.0002851557,0.000731584,0.0012888894
X81,2,russia russian moscow putin vladimir president kremlin soviet magnitsky state russians foreign rights gutterman steve list united human ministry ,,NA,0.0051589291,0.0015978478,0.0025152669,0.0034578632,0.0002577965,0.0001924931,0.0013831149,0.000809064,0.0003971285,0.0011443601,0.0002021202,0.0013244603,0.0017068215,0.0006086468,6.77111011987407E-005,0.0003353414,0.0016633684,0.0013667794,0.0013828757,0.0018853773,0.0293766813,0.0131440216,0.0183933689,0.0041601499,0.0005570369,0.0004649535,0.0006736789,0.0002736286,0.000943332,0.0003239067,0.0006875274,0.0004753112,0.0080986067,0.000804469,0.0007326628,0.0005331973,0.0130002741,0.0041264437,0.0059385509,0.0048751393,0.0007502683,0.0008435133,0.0078725165,0.0044658623,0.0012650578,0.0007344994,0.0020880773,0.0016854612,0.0018486821,0.0042419274,0.0104305612,0.0087684477,0.0060606041,0.0012041011,0.001381821,0.0006473226,0.0001273632,0.0011861595,0.0001300538,0.0021750769
X82,3,food farmers wheat government tonnes prices production corn agricultural farm million agriculture feed crop crops harvest year rice sugar ,,NA,0.0001188539,0.0001797874,0.003227369,0.002282802,0.000765446,0.0010314347,0.0029333517,0.0001721152,0.0002951105,0.0046597569,0.0048365238,0.0021215532,0.0011576285,0.0028583875,8.66734960948773E-005,0.0001499745,0.0020983572,0.00070922,0.0007785376,0.0012470454,0.0010640498,0.0001215097,0.0001141863,0.000836486,0.0005304124,0.0009809252,0.0007752948,0.0010717681,0.0001178585,0.0001087334,0.000588288,0.003932267,0.0029074121,0.0049054052,0.0066311062,0.0002083517,0.0003528475,0.0121401383,0.0128348677,0.0117431659,0.0081854567,0.0086402162,0.0001081262,0.0001742637,0.0161943041,0.0174136335,0.0075877517,0.0064213785,0.0094427493,0.0001165562,0.0010497322,0.0055505453,0.0049493735,0.0012284576,0.0032265933,0.0019503457,0.0002683744,0.0002431107,0.0024484674,0.0031146002
X83,3,tuesday president wednesday washington thursday top stories barack rome beijing obama leader killed seoul caracas united china italian election ,,NA,0.0006374465,0.0016096697,0.000484763,0.0010945713,0.0004093388,0.0002195851,0.0003461129,6.22378603965107E-005,0.0004342065,0.0004161828,0.0002360783,0.0005609299,0.0001269004,0.0007954243,0.0002609385,0.0002871796,0.0001692648,6.15330694718382E-005,0.0001760361,0.0003846847,0.0004711936,4.8585918256839E-005,9.17747914137955E-005,0.0005070032,0.0003575998,0.0002935516,0.0001431935,0.0006406097,0.000147356,0.000501915,0.0072594634,0.0057072677,0.0021246861,0.0012020634,0.0149995665,0.0044181852,0.011520233,0.0037982917,0.0088659495,0.0117221902,0.0100291319,0.0030223193,0.001061498,0.0027810399,0.0059457887,0.0016749567,0.0006315847,0.0006850324,0.000256746,0.0005695458,9.46130916474407E-005,8.92755819537682E-005,5.81064194383157E-005,0.0004608991,0.002125779,0.000098225,3.65538878685144E-005,4.08762839286913E-005,0.000687383,0.0002870393
